order_id,order_date,category,subcategory,region,unit_price,quantity,discount,revenue,profit,customer_age,gender,customer_id
2575,18-07-2024,Sports,Outdoor,North,340.05,2,0.18,557.68,120.56,42,Female,2356
2576,29-08-2023,Clothing,Kids,North,725.68,1,0.15,616.83,289.12,49,Female,1277
2577,17-07-2023,Home & Kitchen,Appliances,North,135.88,1,0.08,125.01,31.02,52,Male,2932
2578,26-11-2023,Sports,Team Sports,Central,743.58,1,0.08,684.09,271.98,40,Male,2614
2579,08-12-2024,Electronics,Accessories,West,516.68,1,0.11,459.85,116.11,35,Female,1303
2580,19-02-2024,Home & Kitchen,Decor,North,435.1,1,0.07,404.64,72.99,39,Male,1067
2581,08-10-2023,Electronics,Mobiles,West,385.06,2,0.07,716.21,195.55,28,Male,2949
2582,04-12-2023,Beauty,Fragrance,South,738.03,4,0.22,2302.65,931.85,25,Female,2612
2583,01-08-2023,Electronics,Laptops,West,451.12,5,0.19,1827.04,859.83,26,Female,1939
2584,25-04-2024,Home & Kitchen,Decor,West,597.63,1,0.03,579.7,250.55,32,Female,1765
2585,13-09-2023,Clothing,Kids,East,662.45,1,0.07,616.08,226.51,33,Male,1967
2586,09-02-2024,Electronics,Mobiles,East,568.78,1,0.17,472.09,89.66,33,Male,2671
2587,27-09-2023,Home & Kitchen,Furniture,Central,530.97,2,0.08,976.98,194.8,24,Female,1169
2588,23-08-2023,Sports,Outdoor,West,388.44,2,0.01,769.11,243.22,30,Male,2843
2589,09-12-2024,Home & Kitchen,Appliances,South,401.29,3,0.21,951.06,271.39,41,Male,1006
2590,10-09-2023,Home & Kitchen,Furniture,West,218.29,1,0.07,203.01,70.17,18,Male,1620
2591,21-02-2023,Electronics,Audio,North,234.22,3,0.01,695.63,126.81,36,Female,1683
2592,04-10-2023,Sports,Team Sports,Central,663.44,3,0.02,1950.51,905.27,25,Female,1295
2593,24-01-2024,Home & Kitchen,Appliances,North,482.54,1,0.09,439.11,118.6,29,Male,2437
2594,11-03-2023,Beauty,Haircare,West,503.38,2,0.12,885.95,148.22,21,Female,1401
2595,12-08-2023,Home & Kitchen,Furniture,South,249.68,1,0.11,222.22,49.42,32,Female,2030
2596,02-05-2023,Beauty,Haircare,East,796.63,2,0.02,1561.39,748.75,32,Female,2446
2597,01-01-2024,Electronics,Laptops,North,454.81,2,0.03,882.33,195.08,25,Male,2004
2598,11-06-2024,Beauty,Fragrance,South,248.79,1,0.04,238.84,72.43,18,Female,1988
2599,07-12-2024,Home & Kitchen,Furniture,West,208.21,3,0.12,549.67,243.8,31,Male,1811
2600,12-10-2023,Electronics,Audio,Central,383.33,1,0.04,368,101.47,29,Female,1570
2601,22-09-2024,Home & Kitchen,Appliances,North,191.02,1,0.06,179.56,82.96,34,Male,1318
2602,06-06-2023,Home & Kitchen,Furniture,North,565.41,1,0.02,554.1,175.4,45,Female,2223
2603,23-07-2024,Home & Kitchen,Furniture,South,359.86,1,0.07,334.67,128.13,38,Male,1874
2604,15-02-2024,Clothing,Kids,South,761.41,2,0.06,1431.45,353.03,26,Other,2284
2605,07-07-2024,Beauty,Fragrance,West,87.25,1,0.02,85.5,17.18,35,Male,1916
2606,05-07-2024,Beauty,Skincare,North,261.44,2,0.07,486.28,161.26,28,Male,1625
2607,24-01-2024,Beauty,Skincare,South,372.52,2,0.1,670.54,302.63,47,Male,2590
2608,07-07-2023,Beauty,Fragrance,South,132.78,2,0.01,262.9,65.06,30,Male,2902
2609,20-01-2024,Clothing,Women,West,350.59,3,0.13,915.04,315.43,32,Male,1962
2610,26-08-2024,Clothing,Kids,West,598.5,4,0.09,2178.54,1020.55,35,Male,2769
2611,09-12-2024,Sports,Fitness,Central,769.03,2,0.09,1399.63,344.63,35,Female,2950
2612,08-11-2024,Clothing,Men,Central,37.12,3,0.13,96.88,33.23,36,Female,2661
2613,13-05-2023,Home & Kitchen,Decor,Central,325.28,1,0.07,302.51,79.64,23,Male,1903
2614,12-03-2024,Home & Kitchen,Decor,South,571.19,3,0.02,1679.3,696.73,62,Female,2095
2615,18-03-2023,Sports,Fitness,North,689.41,1,0.05,654.94,240.96,39,Male,2903
2616,03-05-2024,Electronics,Accessories,South,434.96,1,0.11,387.11,192.4,32,Female,2134
2617,25-12-2024,Sports,Outdoor,North,654.97,2,0.14,1126.55,480.05,28,Female,2404
2618,08-02-2023,Home & Kitchen,Decor,North,203.52,3,0.05,580.03,141.33,19,Female,2003
2619,24-04-2024,Home & Kitchen,Furniture,Central,164.67,2,0.04,316.17,82.36,37,Male,2974
2620,21-11-2024,Electronics,Audio,South,124.28,2,0.07,231.16,36.87,31,Female,2698
2621,10-09-2024,Home & Kitchen,Decor,North,48.48,2,0.06,91.14,19.21,36,Female,1384
2622,14-10-2023,Sports,Outdoor,South,471.23,1,0.11,419.39,137.15,39,Male,2223
2623,17-03-2023,Home & Kitchen,Decor,South,119.41,2,0.05,226.88,53.24,35,Male,1841
2624,05-11-2024,Sports,Outdoor,Central,503.3,4,0.15,1711.22,491.34,29,Female,2649
2625,03-11-2024,Beauty,Skincare,South,568.57,5,0.07,2643.85,1319.01,38,Male,1436
2626,27-02-2024,Clothing,Kids,North,725.7,1,0.07,674.9,115.26,36,Male,1504
2627,15-12-2024,Sports,Fitness,East,298.53,1,0.09,271.66,41.5,51,Female,1371
2628,04-01-2023,Beauty,Haircare,Central,343.98,4,0.06,1293.36,523.18,28,Male,1259
2629,26-03-2024,Sports,Fitness,North,651.26,1,0.04,625.21,292,35,Female,1703
2630,29-01-2023,Sports,Team Sports,North,381.51,2,0.13,663.83,208.11,47,Male,2125
2631,14-11-2024,Clothing,Women,West,60.05,2,0.2,96.08,41.8,45,Male,2854
2632,11-05-2024,Electronics,Audio,Central,668.6,5,0.11,2975.27,1092.08,45,Female,1719
2633,28-10-2024,Home & Kitchen,Appliances,South,664.06,4,0.11,2364.05,862.57,29,Female,1048
2634,15-02-2024,Electronics,Audio,South,185.16,1,0.19,149.98,36.16,42,Other,1470
2635,02-03-2023,Beauty,Fragrance,North,371.06,3,0.07,1035.26,437.82,33,Male,2890
2636,20-01-2023,Beauty,Skincare,Central,141.08,2,0.01,279.34,61.18,49,Female,2664
2637,02-09-2023,Clothing,Men,West,556.96,3,0.28,1203.03,468.06,19,Female,2958
2638,26-06-2024,Sports,Outdoor,West,230.63,1,0.12,202.95,97.01,30,Female,2108
2639,21-04-2023,Beauty,Fragrance,South,435.31,2,0.04,835.8,403.25,44,Female,1739
2640,14-09-2024,Home & Kitchen,Furniture,South,453.23,2,0.05,861.14,403.58,22,Female,2203
2641,24-06-2023,Electronics,Mobiles,North,475.81,1,0.05,452.02,88.61,32,Female,1995
2642,29-12-2023,Home & Kitchen,Furniture,North,790.66,2,0.07,1470.63,721.31,44,Male,1020
2643,29-05-2023,Beauty,Haircare,West,625.2,1,0.06,587.69,192.13,25,Male,2541
2644,07-12-2023,Clothing,Men,South,70.66,1,0.03,68.54,23.01,19,Female,1008
2645,27-11-2023,Clothing,Men,West,324.45,2,0.24,493.16,152.97,23,Female,1581
2646,04-01-2023,Clothing,Kids,North,154.72,2,0.06,290.87,76.76,32,Male,2243
2647,19-02-2024,Home & Kitchen,Decor,North,721.86,3,0.12,1905.71,772.05,18,Female,2362
2648,28-07-2024,Sports,Team Sports,South,729.97,4,0.09,2657.09,1200.33,33,Male,1765
2649,14-11-2024,Clothing,Women,East,503.34,2,0.11,895.95,134.67,32,Male,1967
2650,30-08-2023,Beauty,Haircare,North,778.53,1,0.13,677.32,245.43,31,Female,1273
2651,04-10-2024,Beauty,Skincare,South,446.11,2,0.16,749.46,206.89,23,Other,1830
2652,03-10-2024,Sports,Fitness,East,405.13,2,0.08,745.44,149.8,23,Male,1887
2653,22-12-2024,Clothing,Men,North,699.06,3,0.11,1866.49,885.09,33,Male,1311
2654,30-09-2023,Electronics,Audio,West,744.02,3,0.01,2209.74,492.33,46,Male,1413
2655,13-09-2024,Sports,Outdoor,West,621.84,2,0.03,1206.37,540.08,40,Female,1003
2656,17-02-2024,Beauty,Skincare,North,552.41,5,0.05,2623.95,522.07,42,Female,1951
2657,12-02-2023,Clothing,Men,South,523.53,1,0.04,502.59,230.49,45,Female,1944
2658,17-07-2023,Clothing,Men,West,259.24,1,0.11,230.72,74.9,34,Female,2753
2659,05-05-2024,Sports,Team Sports,South,650.59,3,0.04,1873.7,840.5,60,Other,2326
2660,28-04-2023,Electronics,Mobiles,West,425.95,3,0.05,1213.96,524.35,23,Female,1335
2661,14-11-2023,Home & Kitchen,Furniture,South,115.17,2,0.09,209.61,79.76,18,Female,2321
2662,19-07-2024,Electronics,Laptops,East,260.87,2,0.11,464.35,135.01,,Male,2745
2663,20-04-2023,Beauty,Fragrance,North,777.5,1,0.16,653.1,265.57,35,Female,2267
2664,29-12-2023,Home & Kitchen,Furniture,West,607.41,5,0.07,2824.46,995.37,31,Male,1391
2665,06-06-2023,Home & Kitchen,Appliances,East,95.18,1,0.15,80.9,30.24,42,Male,1964
2666,27-01-2024,Sports,Team Sports,East,614.02,4,0.16,2063.11,641.25,20,Female,1854
2667,25-06-2023,Sports,Fitness,South,464.26,3,0.05,1323.14,565.17,39,Male,2872
2668,05-12-2024,Sports,Team Sports,West,114.14,1,0.05,108.43,35.27,37,Male,2809
2669,25-02-2023,Sports,Fitness,Central,251.39,3,0.19,610.88,120.66,32,Male,2193
2670,04-12-2024,Beauty,Fragrance,West,317.01,2,0.07,589.64,175.18,25,Female,2580
2671,01-08-2024,Clothing,Men,East,775.87,2,0.02,1520.71,615.58,35,Male,1534
2672,16-09-2024,Clothing,Kids,North,201.61,1,0.02,197.58,95.92,47,Male,2374
2673,13-09-2024,Beauty,Fragrance,Central,73.84,3,0.02,217.09,73.13,36,Male,2826
2674,17-05-2023,Clothing,Women,North,333.06,4,0.09,1212.34,189.02,42,Male,1529
2675,10-11-2024,Beauty,Haircare,North,267.15,2,0.03,518.27,169.48,18,Female,2775
2676,09-03-2024,Clothing,Kids,West,148.7,2,0.07,276.58,48.88,37,Female,2672
2677,03-12-2024,Home & Kitchen,Furniture,North,652.09,3,0.12,1721.52,535.12,46,Male,2726
2678,03-10-2024,Electronics,Audio,North,681.8,2,0.01,1349.96,379.87,50,Female,1279
2679,28-02-2024,Beauty,Haircare,West,733.83,2,0.08,1350.25,617.44,25,Female,2708
2680,01-10-2023,Clothing,Kids,North,484.92,1,0.02,475.22,198.65,39,Male,1239
2681,27-03-2023,Sports,Outdoor,South,178.5,5,0.06,838.95,130.59,49,Male,2371
2682,15-03-2023,Sports,Outdoor,Central,401.82,1,0.2,321.46,99.99,23,Male,1053
2683,12-10-2023,Beauty,Fragrance,North,452.42,1,0.07,420.75,82.09,34,Female,2758
2684,15-08-2024,Clothing,Men,West,624.04,2,0.1,1123.27,536.71,39,Other,1300
2685,04-01-2024,Home & Kitchen,Decor,Central,353.56,2,0.06,664.69,296.43,35,Female,1323
2686,18-12-2023,Beauty,Skincare,North,94.2,3,0.11,251.51,43.13,40,Male,1673
2687,28-06-2023,Home & Kitchen,Decor,West,579.79,3,0.13,1513.25,238.81,35,Male,1976
2688,17-02-2024,Home & Kitchen,Decor,West,664.37,1,0.09,604.58,107.22,51,Male,1310
2689,10-04-2024,Clothing,Kids,North,66.46,3,0.21,157.51,46.66,37,Male,1078
2690,17-12-2024,Electronics,Audio,East,762.59,3,0.03,2219.14,630.36,35,Male,2604
2691,16-06-2024,Sports,Fitness,North,93.56,4,0.04,359.27,99.21,24,Male,2743
2692,19-03-2024,Electronics,Mobiles,West,626.04,4,0.07,2328.87,556.83,28,Male,1272
2693,26-10-2024,Home & Kitchen,Appliances,South,16.22,2,0.04,31.14,10.87,30,Female,2157
2694,07-11-2023,Sports,Outdoor,West,722.13,4,0.04,2772.98,1326.95,54,Male,1132
2695,13-11-2024,Beauty,Skincare,East,113.55,2,0.03,220.29,40.52,38,Male,1661
2696,28-09-2023,Home & Kitchen,Appliances,West,75.3,3,0.01,223.64,40.56,53,Male,2715
2697,04-04-2023,Beauty,Skincare,North,170.31,1,0.07,158.39,75.99,29,Male,2775
2698,01-11-2023,Home & Kitchen,Decor,North,75.37,2,0.08,138.68,52.41,25,Other,2646
2699,04-04-2023,Beauty,Skincare,East,509.68,4,0.03,1977.56,492.9,45,Female,2944
2700,28-03-2023,Home & Kitchen,Decor,East,750.02,2,0.14,1290.03,472.34,48,Male,1921
2701,05-10-2024,Sports,Fitness,North,178.32,1,0.03,172.97,57.1,23,Other,1664
2702,03-08-2024,Home & Kitchen,Furniture,Central,413.54,2,0.01,818.81,386.23,27,Male,1424
2703,11-06-2023,Clothing,Women,West,546.7,5,0.03,2651.5,636.52,26,Female,2807
2704,03-09-2024,Home & Kitchen,Furniture,East,315.96,5,0.06,1485.01,538.53,37,Female,1866
2705,20-02-2023,Electronics,Accessories,South,586.09,1,0.08,539.2,196.85,42,Male,2655
2706,27-07-2023,Beauty,Haircare,South,731.42,2,0.09,1331.18,310.38,20,Male,2897
2707,30-05-2024,Sports,Outdoor,East,337.06,2,0.02,660.64,255.22,48,Male,2162
2708,10-08-2023,Clothing,Kids,South,513.96,4,0.05,1953.05,953.85,42,Female,1294
2709,17-06-2024,Clothing,Men,South,565.42,4,0.01,2239.06,368.07,58,Female,1847
2710,30-09-2024,Electronics,Audio,North,168.26,1,0.08,154.8,57.96,37,Male,2226
2711,18-02-2023,Beauty,Fragrance,South,226.72,3,0.08,625.75,297.61,26,Female,1690
2712,18-01-2023,Clothing,Women,West,653.84,3,0.03,1902.67,575.81,18,Female,1014
2713,17-11-2024,Sports,Team Sports,North,746.01,2,0.19,1208.54,479.6,24,Male,1434
2714,15-01-2024,Clothing,Men,Central,392.38,2,0.12,690.59,282.79,46,Female,2582
2715,05-01-2024,Electronics,Laptops,North,88.96,2,0.16,149.45,53.98,35,Female,2496
2716,05-12-2023,Electronics,Audio,North,596.2,2,0.16,1001.62,394.07,44,Male,1049
2717,13-11-2023,Clothing,Kids,Central,224.12,2,0.09,407.9,198.49,39,Other,1333
2718,18-05-2024,Home & Kitchen,Appliances,Central,676.19,2,0.03,1311.81,253.76,28,Female,2598
2719,28-02-2024,Clothing,Women,Central,628.71,2,0.04,1207.12,242.39,20,Male,2958
2720,30-04-2023,Clothing,Men,South,700.76,3,0.06,1976.14,805.53,41,Female,1389
2721,02-04-2024,Electronics,Accessories,East,447.1,3,0.06,1260.82,594.64,30,Male,2928
2722,02-05-2024,Clothing,Kids,North,55.69,2,0.19,90.22,22.37,36,Female,1414
2723,24-03-2023,Beauty,Haircare,South,385.64,1,0.09,350.93,145.48,39,Female,2455
2724,03-10-2023,Electronics,Laptops,West,332.25,2,0.09,604.7,274.27,38,Female,1145
2725,31-07-2024,Electronics,Mobiles,East,49.55,2,0,99.1,30.07,39,Male,2034
2726,27-03-2024,Electronics,Audio,South,196.44,3,0.21,465.56,176.97,35,Male,1150
2727,10-04-2023,Electronics,Mobiles,South,215.17,3,0.07,600.32,134.46,34,Female,1481
2728,30-01-2023,Sports,Outdoor,North,602.21,2,0.11,1071.93,181.31,33,Male,1765
2729,29-02-2024,Electronics,Mobiles,East,99.44,1,0.11,88.5,15.85,33,Male,1167
2730,04-12-2023,Home & Kitchen,Appliances,Central,431.83,1,0.08,397.28,129.16,32,Female,1302
2731,02-12-2024,Sports,Outdoor,Central,557.09,1,0.03,540.38,110.42,29,Male,2783
2732,17-01-2024,Beauty,Haircare,South,597.66,1,0.05,567.78,87.59,18,Male,1699
2733,10-11-2024,Beauty,Haircare,Central,521.53,4,0.08,1919.23,289.74,44,Other,2187
2734,06-06-2023,Beauty,Haircare,North,548.65,1,0.07,510.24,213.8,25,Female,1476
2735,23-11-2023,Electronics,Laptops,West,26.67,1,0.19,21.6,9.6,21,Female,1963
2736,12-04-2023,Sports,Fitness,Central,415.9,4,0.17,1380.79,672.3,30,Male,2447
2737,24-02-2024,Home & Kitchen,Appliances,North,434.27,1,0.09,395.19,115.16,28,Female,1236
2738,18-05-2023,Home & Kitchen,Appliances,West,638.16,2,0.03,1238.03,506.55,23,Male,1790
2739,26-12-2023,Sports,Fitness,South,249.65,2,0.11,444.38,199.86,37,Male,2959
2740,09-09-2023,Sports,Fitness,East,561.03,1,0.05,532.98,108.94,36,Female,2980
2741,16-05-2023,Electronics,Accessories,North,770.09,2,0.04,1478.57,484.43,30,Male,1915
2742,12-03-2023,Home & Kitchen,Decor,South,31.06,1,0.13,27.02,9.44,49,Female,1651
2743,09-01-2024,Clothing,Kids,West,347.17,1,0.13,302.04,102.17,,Female,1198
2744,22-11-2024,Sports,Fitness,North,768.64,1,0.03,745.58,173.48,59,Male,1535
2745,26-05-2023,Home & Kitchen,Furniture,West,202.89,2,0.02,397.66,62.02,31,Female,1918
2746,23-10-2023,Clothing,Kids,Central,99.23,2,0.16,166.71,40.51,35,Female,2688
2747,13-06-2023,Clothing,Men,East,33.15,2,0.03,64.31,25.96,43,Male,1971
2748,13-08-2024,Beauty,Fragrance,North,211.68,2,0.07,393.72,89.77,52,Female,2534
2749,30-10-2023,Electronics,Accessories,North,70.54,4,0.03,273.7,50.33,28,Male,1585
2750,12-12-2024,Beauty,Fragrance,North,84.18,2,0.1,151.52,34.09,18,Male,1020
2751,28-06-2023,Home & Kitchen,Furniture,East,43.71,5,0.04,209.81,59.74,26,Male,1774
2752,28-02-2023,Sports,Outdoor,Central,38.71,3,0.13,101.03,27.97,27,Female,1119
2753,01-03-2024,Clothing,Men,West,184.24,1,0.01,182.4,71.26,18,Female,2788
2754,20-04-2024,Beauty,Fragrance,North,65.23,1,0.13,56.75,14.93,29,Female,2600
2755,24-12-2024,Home & Kitchen,Decor,Central,624.45,2,0.04,1198.94,562.87,40,Male,2379
2756,28-09-2024,Sports,Team Sports,West,525.47,3,0.02,1544.88,351.82,18,Female,1079
2757,07-10-2024,Clothing,Kids,West,288.33,6,0.05,1643.48,261.09,37,Male,1230
2758,07-04-2024,Sports,Team Sports,South,678.72,2,0.06,1275.99,385.96,38,Female,2072
2759,20-09-2023,Home & Kitchen,Furniture,East,636.58,3,0.1,1718.77,744.84,35,Male,2724
2760,10-11-2023,Electronics,Mobiles,West,335.59,1,0.09,305.39,58.26,47,Female,2120
2761,08-04-2023,Home & Kitchen,Furniture,West,720.92,1,0.05,684.87,108.38,47,Female,1873
2762,11-11-2023,Clothing,Men,West,421.43,1,0.05,400.36,141.8,18,Male,2333
2763,24-09-2023,Beauty,Fragrance,West,249.73,1,0.09,227.25,89.55,22,Male,2982
2764,27-01-2023,Sports,Outdoor,North,234.34,2,0.12,412.44,89.84,34,Female,2864
2765,30-05-2023,Sports,Outdoor,North,228.71,3,0.15,583.21,264.13,22,Male,1302
2766,26-01-2024,Home & Kitchen,Appliances,Central,444.77,2,0.07,827.27,294.22,55,Male,1744
2767,27-09-2023,Clothing,Men,South,733.77,3,0.22,1717.02,695.03,25,Female,2309
2768,26-12-2024,Beauty,Haircare,West,356.26,2,0.03,691.14,142.13,41,Female,2576
2769,16-12-2023,Electronics,Laptops,East,95.74,3,0.04,275.73,48.88,22,Male,1317
2770,30-11-2024,Sports,Fitness,Central,263.1,2,0.13,457.79,213.13,39,Male,2455
2771,27-04-2024,Sports,Fitness,West,382.77,1,0.15,325.35,96.47,,Female,1195
2772,30-01-2023,Electronics,Mobiles,West,425.71,2,0.04,817.36,222.74,35,Female,2903
2773,29-05-2023,Clothing,Women,South,699.41,3,0.01,2077.25,622.13,27,Male,2797
2774,30-05-2024,Sports,Fitness,North,530.84,2,0.02,1040.45,482.17,36,Female,1823
2775,02-02-2024,Clothing,Men,South,364.6,3,0.05,1039.11,419.13,36,Male,1359
2776,09-08-2023,Sports,Fitness,East,501.23,3,0.08,1383.39,634.26,38,Female,1698
2777,17-01-2024,Clothing,Men,East,132.84,4,0.13,462.28,158.97,33,Male,2309
2778,21-10-2024,Clothing,Women,Central,524.44,1,0.03,508.71,244.54,38,Female,1604
2779,11-10-2023,Clothing,Kids,Central,156.87,1,0.09,142.75,27.7,34,Female,1011
2780,02-02-2023,Clothing,Men,South,205.89,1,0.03,199.71,62.63,22,Male,2912
2781,16-08-2023,Sports,Team Sports,East,772.45,2,0.06,1452.21,323.4,18,Male,1452
2782,14-11-2024,Home & Kitchen,Appliances,Central,404.24,2,0.22,630.61,228.53,50,Male,1414
2783,10-07-2024,Home & Kitchen,Appliances,South,703.48,2,0.19,1139.64,564.72,29,Female,2363
2784,03-09-2024,Home & Kitchen,Appliances,North,783.95,1,0.07,729.07,171.19,35,Female,1384
2785,27-10-2024,Beauty,Fragrance,North,414.89,3,0.13,1082.86,252.04,39,Male,2107
2786,27-03-2023,Sports,Team Sports,West,294.79,1,0.14,253.52,85.08,27,Male,1948
2787,26-07-2023,Clothing,Men,North,354.38,2,0.03,687.5,208.41,31,Female,2908
2788,13-02-2023,Clothing,Women,East,237.83,3,0.03,692.09,193.48,50,Female,1048
2789,04-01-2023,Sports,Fitness,South,269.5,3,0.05,768.08,339.8,36,Male,2965
2790,01-09-2024,Sports,Team Sports,East,47.02,1,0.14,40.44,11.8,52,Female,1936
2791,14-11-2024,Beauty,Haircare,West,69.22,2,0.07,128.75,62.81,31,Female,1860
2792,24-04-2023,Sports,Outdoor,East,291.48,3,0.12,769.51,293.71,48,Female,1952
2793,11-06-2024,Sports,Outdoor,West,200.32,4,0.06,753.2,149.54,42,Female,2649
2794,26-01-2024,Home & Kitchen,Furniture,South,229.84,4,0.04,882.59,310.6,26,Female,2666
2795,20-02-2023,Electronics,Audio,East,201.64,4,0.03,782.36,310.25,34,Female,2783
2796,30-10-2024,Clothing,Women,North,684.68,2,0.05,1300.89,505.5,34,Male,2045
2797,28-09-2024,Sports,Team Sports,South,490.14,1,0.1,441.13,219.1,58,Female,2297
2798,19-02-2024,Clothing,Women,South,147.4,4,0.13,512.95,219.59,34,Male,2753
2799,31-05-2024,Beauty,Fragrance,West,103.69,3,0.07,289.3,64.01,37,Male,1366
2800,17-10-2023,Home & Kitchen,Decor,South,747.98,3,0.03,2176.62,535.05,29,Male,2768
2801,01-08-2024,Electronics,Laptops,North,352.63,3,0.08,973.26,160.1,39,Male,1728
2802,21-11-2023,Home & Kitchen,Furniture,South,167.47,3,0.15,427.05,92.27,25,Female,1518
2803,23-12-2024,Clothing,Men,East,19.78,2,0.09,36,16.6,49,Male,2259
2804,16-02-2023,Sports,Fitness,North,240.65,2,0.03,466.86,150.77,40,Male,1388
2805,06-05-2023,Clothing,Kids,North,130.54,2,0.04,250.64,82.51,38,Male,1580
2806,08-12-2024,Beauty,Fragrance,Central,412.46,4,0.06,1550.85,375.52,18,Male,2864
2807,30-07-2023,Beauty,Fragrance,West,568.98,4,0.06,2139.36,447.35,35,Male,2831
2808,15-08-2023,Beauty,Skincare,North,559.48,4,0.05,2126.02,865.55,34,Male,2030
2809,31-07-2024,Home & Kitchen,Furniture,South,712.17,3,0.07,1986.95,371.41,44,Female,1247
2810,19-05-2023,Beauty,Fragrance,Central,213.39,3,0.07,595.36,194.77,26,Female,1706
2811,10-01-2024,Home & Kitchen,Appliances,North,645.39,1,0.09,587.3,205.76,29,Female,2383
2812,28-07-2023,Beauty,Fragrance,North,619.9,3,0.04,1785.31,519.14,22,Female,2376
2813,25-05-2023,Clothing,Kids,Central,751.26,1,0.14,646.08,305.2,42,Female,1025
2814,04-12-2024,Beauty,Fragrance,Central,159.66,3,0.05,455.03,93.17,40,Female,1322
2815,26-05-2023,Sports,Outdoor,Central,217.66,2,0.08,400.49,167,29,Female,1594
2816,10-03-2023,Home & Kitchen,Appliances,Central,537.66,1,0.09,489.27,161.33,37,Female,1956
2817,06-05-2024,Beauty,Haircare,North,110.28,4,0.12,388.19,176.37,44,Male,1328
2818,25-09-2024,Beauty,Skincare,West,17.36,1,0.11,15.45,4.93,30,Male,1449
2819,04-04-2023,Home & Kitchen,Appliances,South,299.93,4,0.1,1079.75,214.3,34,Male,1445
2820,31-05-2024,Electronics,Laptops,East,263.28,2,0.16,442.31,92.28,28,Male,2058
2821,30-01-2024,Beauty,Haircare,West,91.31,1,0.05,86.74,42.5,25,Male,2785
2822,28-08-2024,Electronics,Laptops,East,243.4,4,0.06,915.18,395.82,38,Female,1293
2823,03-04-2023,Beauty,Skincare,South,688.69,3,0.04,1983.43,357.05,36,Female,1433
2824,13-12-2024,Electronics,Laptops,North,8.4,4,0.06,31.58,13.97,38,Male,1990
2825,27-03-2024,Sports,Team Sports,South,565.6,5,0.15,2403.8,1119.63,23,Female,1671
2826,06-09-2024,Home & Kitchen,Appliances,West,189.52,4,0.15,644.37,280.36,47,Female,2480
2827,22-09-2023,Clothing,Women,North,632.52,3,0.13,1650.88,774.94,57,Male,2554
2828,19-11-2024,Home & Kitchen,Furniture,Central,414.27,1,0.05,393.56,85.01,23,Male,2937
2829,02-04-2024,Electronics,Audio,East,418.89,3,0.04,1206.4,215.34,26,Male,1753
2830,03-04-2023,Beauty,Haircare,South,156.18,1,0.08,143.69,69.26,45,Female,2774
2831,04-11-2024,Sports,Fitness,Central,292.8,1,0.18,240.1,56.39,41,Male,1621
2832,03-08-2024,Sports,Team Sports,East,261.17,3,0.07,728.66,216.22,23,Female,1720
2833,08-08-2023,Electronics,Laptops,North,135.1,2,0.06,253.99,126.76,25,Male,1392
2834,03-02-2024,Beauty,Haircare,South,522.32,1,0.06,490.98,77.51,50,Female,1628
2835,11-10-2023,Beauty,Haircare,Central,508,3,0.02,1493.52,368.26,27,Male,1714
2836,01-02-2024,Sports,Team Sports,West,751.58,2,0.08,1382.91,331.91,27,Male,2771
2837,05-12-2024,Clothing,Kids,West,345.62,2,0.1,622.12,120.21,32,Female,1492
2838,18-10-2024,Sports,Fitness,East,466,1,0.07,433.38,112.28,27,Female,2556
2839,07-06-2023,Sports,Team Sports,Central,324.64,1,0.12,285.68,95.78,30,Male,2417
2840,10-12-2024,Electronics,Accessories,Central,416.51,2,0.12,733.06,243.27,22,Male,1227
2841,16-11-2023,Electronics,Laptops,South,442.06,2,0.09,804.55,142.83,30,Male,1386
2842,29-05-2024,Sports,Outdoor,North,485.48,3,0.2,1165.15,560.8,47,Male,1678
2843,11-07-2024,Sports,Team Sports,North,294.17,4,0.1,1059.01,171.87,36,Female,2364
2844,19-12-2023,Sports,Outdoor,Central,194.85,2,0.05,370.22,129.55,45,Male,2075
2845,30-11-2023,Beauty,Haircare,South,619.99,2,0.08,1140.78,369.64,40,Other,2639
2846,30-11-2023,Beauty,Haircare,West,404.83,2,0.02,793.47,211.59,18,Other,2709
2847,21-09-2024,Sports,Fitness,South,443.49,2,0.04,851.5,230.5,36,Male,2865
2848,10-10-2023,Sports,Outdoor,East,699.89,2,0.02,1371.78,567.82,32,Male,1939
2849,24-07-2023,Electronics,Audio,South,108.28,3,0.1,292.36,96.26,25,Male,1748
2850,21-09-2023,Sports,Outdoor,Central,792.68,1,0.06,745.12,224.61,39,Male,2553
2851,23-05-2023,Electronics,Laptops,North,516.17,2,0.03,1001.37,257.75,29,Male,2777
2852,13-10-2023,Sports,Team Sports,East,292.53,2,0.08,538.26,98.09,30,Male,2528
2853,25-03-2023,Home & Kitchen,Furniture,Central,361.43,1,0.08,332.52,81.37,38,Male,2687
2854,07-03-2023,Electronics,Laptops,North,560.38,2,0.07,1042.31,412.79,38,Female,1546
2855,12-06-2024,Beauty,Haircare,South,596.95,2,0.06,1122.27,205.08,28,Male,1864
2856,26-02-2023,Clothing,Women,Central,403.73,3,0.02,1186.97,435.39,37,Female,2571
2857,19-02-2024,Beauty,Fragrance,South,657.87,3,0.08,1815.72,508.15,51,Female,2483
2858,23-07-2024,Electronics,Laptops,East,627.15,4,0.04,2408.26,603.47,44,Female,2099
2859,12-06-2024,Sports,Fitness,South,538.37,2,0.07,1001.37,469.7,51,Female,1242
